Custid,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntSneakers,MntTShirts,MntRackets,MntWatches,MntHats,MntPremium_Brand,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,Complain,DepVar,Age,TimeAsCustomer,TotalCampaigns,PremBrandFan,TotalMnt,TotalPurchases,HighEducation,MaritalStatusLabel
70022904,Basic,Divorced,0.6229988361567308,0.0,0.0,0.0,0.30060120240480964,0.12709030100334448,0.5356904603068712,0.28651685393258425,0.3684210526315789,0.07189542483660132,0.07692307692307693,0.27586206896551724,0.6153846153846154,0.7857142857142857,0.05555555555555555,0,0,0,0,0,0,0,0.5272727272727273,1250,0.0,0,0.46244825547013607,0.7105263157894737,0,0
70041148,2n Cycle,Divorced,0.5128087417561101,0.0,1.0,0.0,0.39612558450233804,0.20066889632107024,0.29619746497665106,0.2584269662921348,0.15037593984962405,0.6949891067538128,0.23076923076923078,0.3793103448275862,0.6923076923076923,0.7857142857142857,0.2777777777777778,1,0,0,0,0,0,0,0.6909090909090909,1072,0.25,0,0.45387344766410415,0.8157894736842105,1,0
70008336,PhD,Together,0.24381223328591747,0.0,0.5,0.0,0.012024048096192386,0.0,0.00200133422281521,0.0,0.0,0.006535947712418302,0.07692307692307693,0.13793103448275862,0.15384615384615385,0.2857142857142857,0.2222222222222222,0,0,0,0,0,0,0,0.6727272727272726,1398,0.0,0,0.005026611472501479,0.26315789473684215,1,3
70022860,2n Cycle,Married,0.5815918789603,0.0,0.0,0.0,0.061456245824983304,0.26755852842809363,0.23815877251501,0.24719101123595505,0.18045112781954886,0.289760348583878,0.07692307692307693,0.1724137931034483,0.6153846153846154,0.6428571428571428,0.05555555555555555,0,0,0,0,0,0,0,0.2545454545454546,1076,0.0,0,0.23506800709639267,0.5789473684210527,1,1
70020308,Graduation,Together,0.197711108237424,0.5,0.5,0.0,0.018036072144288578,0.010033444816053512,0.01200800533689126,0.0,0.0,0.034858387799564274,0.23076923076923078,0.1724137931034483,0.3076923076923077,0.21428571428571427,0.3333333333333333,0,0,0,0,0,0,0,0.41818181818181815,1321,0.0,0,0.016853932584269662,0.3157894736842105,1,3
70028176,Basic,Single,0.08339583602741497,0.0,0.0,0.0,0.0006680026720106881,0.030100334448160536,0.00733822548365577,0.028089887640449437,0.02631578947368421,0.006535947712418302,0.07692307692307693,0.13793103448275862,0.15384615384615385,0.2857142857142857,0.5,0,0,0,0,0,0,0,0.054545454545454564,1736,0.0,0,0.010644589000591367,0.26315789473684215,0,2
70041140,Master,Married,0.3520819862925126,0.0,0.5,0.0,0.13426853707414832,0.010033444816053512,0.08539026017344896,0.011235955056179775,0.018796992481203006,0.050108932461873645,0.23076923076923078,0.3103448275862069,0.23076923076923078,0.42857142857142855,0.4444444444444444,0,0,0,0,0,0,0,0.4727272727272727,1394,0.0,0,0.10644589000591367,0.4736842105263158,1,1
70023528,Graduation,Together,0.49144575197206775,0.0,0.5,0.0,0.18303273213092855,0.1605351170568562,0.2221480987324883,0.398876404494382,0.16917293233082706,0.054466230936819175,0.3076923076923077,0.3448275862068965,0.3076923076923077,0.7857142857142857,0.2777777777777778,0,0,0,0,0,0,0,0.5454545454545454,1329,0.0,0,0.24659964518036664,0.6578947368421052,1,3
70037968,Master,Married,0.23329238329238328,0.5,0.0,0.0,0.07414829659318638,0.006688963210702341,0.03402268178785857,0.0056179775280898875,0.0037593984962406013,0.07189542483660132,0.15384615384615385,0.2068965517241379,0.23076923076923078,0.3571428571428571,0.4444444444444444,1,0,0,0,0,0,0,0.43636363636363634,1481,0.25,0,0.057066824364281496,0.368421052631579,1,1
70030224,Graduation,Married,0.3377085219190482,0.0,0.5,0.0,0.10688042752171009,0.15719063545150502,0.11140760507004668,0.05056179775280899,0.03383458646616541,0.07843137254901962,0.23076923076923078,0.3103448275862069,0.3076923076923077,0.42857142857142855,0.4444444444444444,0,0,0,0,0,0,0,0.7818181818181817,1333,0.0,0,0.12714370195150798,0.5,1,1
70024544,Graduation,Single,0.01992111728953834,0.0,0.5,0.0,0.005344021376085505,0.0033444816053511705,0.00400266844563042,0.0,0.0018796992481203006,0.9956427015250545,0.0,0.9655172413793104,0.0,0.0,0.05555555555555555,0,0,0,0,0,0,0,0.5818181818181818,1690,0.0,1,0.13778829095209935,0.7368421052631579,1,2
70042364,Basic,Single,0.3399974136816242,1.0,0.5,0.0,0.03406813627254509,0.0,0.02334889926617745,0.03932584269662921,0.02631578947368421,0.056644880174291944,0.23076923076923078,0.1724137931034483,0.23076923076923078,0.2857142857142857,0.38888888888888884,0,0,0,0,0,0,0,0.5636363636363637,1557,0.0,0,0.03725606150206979,0.3157894736842105,0,2
70043236,PhD,Single,0.41086253717832666,0.5,0.5,0.0,0.2464929859719439,0.020066889632107024,0.06604402935290193,0.02247191011235955,0.0,0.11328976034858389,0.5384615384615385,0.3448275862068965,0.3076923076923077,0.5,0.38888888888888884,0,0,0,0,0,0,0,0.7454545454545454,1253,0.0,0,0.154642223536369,0.5526315789473685,1,2
70019796,Master,Together,0.45839906892538473,0.0,0.5,0.010101010101010102,0.1295925183700735,0.0,0.02601734489659773,0.0,0.0,0.04357298474945534,0.07692307692307693,0.27586206896551724,0.23076923076923078,0.3571428571428571,0.3333333333333333,0,0,0,0,0,0,0,0.8181818181818181,1129,0.0,0,0.07273802483737435,0.42105263157894735,1,3
70041672,Master,Together,0.47939350834087674,0.0,0.5,0.010101010101010102,0.12825651302605212,0.010033444816053512,0.02134756504336224,0.011235955056179775,0.0,0.02396514161220044,0.15384615384615385,0.24137931034482757,0.23076923076923078,0.42857142857142855,0.2777777777777778,0,0,0,0,0,0,0,0.4727272727272727,1209,0.0,0,0.06889414547604968,0.42105263157894735,1,3
70009944,2n Cycle,Single,0.23245182982025084,0.5,0.0,0.010101010101010102,0.0013360053440213762,0.010033444816053512,0.00733822548365577,0.02247191011235955,0.011278195488721804,0.008714596949891068,0.07692307692307693,0.13793103448275862,0.15384615384615385,0.21428571428571427,0.5,0,0,0,0,0,0,0,0.18181818181818182,1344,0.0,0,0.006800709639266706,0.23684210526315788,1,2
70017196,Graduation,Married,0.5196689512478986,0.5,0.5,0.010101010101010102,0.18436873747494992,0.07692307692307693,0.07805203468979319,0.056179775280898875,0.011278195488721804,0.02178649237472767,0.15384615384615385,0.3448275862068965,0.3076923076923077,0.42857142857142855,0.3333333333333333,0,0,0,0,0,0,0,0.6000000000000001,1143,0.0,0,0.128622117090479,0.5263157894736842,1,1
70037348,Graduation,Married,0.42241691452217767,0.0,0.5,0.010101010101010102,0.14362057448229795,0.10033444816053512,0.07605070046697798,0.15730337078651685,0.011278195488721804,0.03703703703703704,0.15384615384615385,0.1724137931034483,0.46153846153846156,0.5714285714285714,0.1111111111111111,0,0,0,0,0,0,0,0.4909090909090909,1168,0.0,0,0.11916026020106447,0.5,1,1
70029012,Graduation,Single,0.2515647226173542,0.0,0.0,0.010101010101010102,0.0394121576486306,0.0,0.00400266844563042,0.0,0.03383458646616541,0.07189542483660132,0.07692307692307693,0.13793103448275862,0.23076923076923078,0.2857142857142857,0.2777777777777778,0,0,0,0,0,0,0,0.09090909090909094,1371,0.0,0,0.032229450029568306,0.2894736842105263,1,2
70030304,Master,Together,0.6066597698176645,0.0,0.0,0.010101010101010102,0.4676018704074817,0.0802675585284281,0.8018679119412941,0.6741573033707865,0.06015037593984962,0.18736383442265797,0.07692307692307693,0.3448275862068965,0.7692307692307693,0.7857142857142857,0.16666666666666666,0,0,0,0,0,0,0,0.7818181818181817,1730,0.0,0,0.6377882909520993,0.8157894736842105,1,3
70043620,Master,Married,0.21836932626406308,0.5,0.0,0.010101010101010102,0.008016032064128258,0.0,0.00933955970647098,0.0056179775280898875,0.0037593984962406013,0.034858387799564274,0.07692307692307693,0.13793103448275862,0.23076923076923078,0.21428571428571427,0.3333333333333333,0,0,0,0,0,0,0,0.4909090909090909,1229,0.0,0,0.011235955056179777,0.26315789473684215,1,1
70013992,2n Cycle,Single,0.24479503426871843,0.5,0.0,0.010101010101010102,0.008684034736138945,0.016722408026755852,0.00600400266844563,0.02247191011235955,0.018796992481203006,0.017429193899782137,0.07692307692307693,0.13793103448275862,0.15384615384615385,0.2857142857142857,0.4444444444444444,0,0,0,0,0,0,0,0.3272727272727273,1608,0.0,0,0.012418687167356595,0.26315789473684215,1,2
70041244,2n Cycle,Married,0.612996249838355,0.0,0.0,0.010101010101010102,0.33066132264529063,0.3979933110367893,0.1154102735156771,0.7022471910112359,0.518796992481203,0.11111111111111112,0.07692307692307693,0.3103448275862069,0.6153846153846154,0.6428571428571428,0.2222222222222222,0,0,0,0,0,0,0,0.12727272727272726,1734,0.0,0,0.36428149024246015,0.6842105263157895,1,1
70042048,Graduation,Widow,0.39088322772533296,0.0,0.5,0.010101010101010102,0.4722778891115565,0.10033444816053512,0.22548365577051366,0.3089887640449438,0.07518796992481203,0.056644880174291944,0.5384615384615385,0.4827586206896552,0.3076923076923077,0.9285714285714285,0.4444444444444444,0,0,0,0,0,0,0,0.6909090909090909,1632,0.0,0,0.35156712004730933,0.8157894736842105,1,4
70041684,Master,Together,0.6927712401396611,0.0,0.0,0.010101010101010102,0.6325985303941216,0.5284280936454849,0.8218812541694462,0.747191011235955,0.3157894736842105,0.11982570806100219,0.0,0.3103448275862069,0.6153846153846154,0.7857142857142857,0.1111111111111111,0,0,1,1,0,0,0,0.29090909090909095,1257,0.5,0,0.7942046126552336,0.7368421052631579,1,3
70028216,Master,Married,0.3328009828009828,0.5,0.5,0.010101010101010102,0.13961255845023382,0.026755852842809364,0.0733822548365577,0.028089887640449437,0.0,0.09150326797385622,0.5384615384615385,0.27586206896551724,0.23076923076923078,0.5,0.4444444444444444,0,0,0,0,0,0,0,0.7999999999999998,1709,0.0,0,0.1085156712004731,0.4736842105263158,1,1
70042068,Basic,Married,0.18964179490495278,0.5,0.0,0.010101010101010102,0.0033400133600534404,0.07023411371237458,0.00400266844563042,0.03932584269662921,0.07142857142857142,0.11982570806100219,0.15384615384615385,0.2068965517241379,0.23076923076923078,0.2857142857142857,0.3333333333333333,0,0,0,0,0,0,0,0.30909090909090914,1364,0.0,0,0.03696037847427558,0.3421052631578947,0,1
70005012,Graduation,Together,0.4580757791284107,0.0,0.5,0.010101010101010102,0.2651970607882432,0.3110367892976589,0.2021347565043362,0.47191011235955055,0.08646616541353383,0.3965141612200436,0.23076923076923078,0.27586206896551724,0.6153846153846154,0.7857142857142857,0.2222222222222222,0,0,0,0,0,0,0,0.5818181818181818,1484,0.0,0,0.3246599645180367,0.7105263157894737,1,3
70032244,2n Cycle,Together,0.37362601836286047,0.0,0.5,0.010101010101010102,0.18904475617902472,0.05016722408026756,0.03802535023348899,0.0,0.04887218045112782,0.07843137254901962,0.3076923076923077,0.3448275862068965,0.3076923076923077,0.3571428571428571,0.4444444444444444,0,0,0,0,0,0,0,0.3818181818181818,1640,0.0,0,0.1212300413956239,0.5,1,3
70037412,Master,Divorced,0.35399586189059873,0.0,0.5,0.010101010101010102,0.2725450901803607,0.0,0.02134756504336224,0.0,0.0,0.050108932461873645,0.23076923076923078,0.3448275862068965,0.23076923076923078,0.5714285714285714,0.4444444444444444,0,1,0,1,0,0,0,0.8363636363636362,1170,0.5,0,0.1348314606741573,0.5526315789473685,1,0
70006408,Basic,Together,0.5074809259019785,0.0,0.5,0.010101010101010102,0.09352037408149633,0.16387959866220736,0.08539026017344896,0.6292134831460674,0.37969924812030076,0.13071895424836602,0.3076923076923077,0.27586206896551724,0.38461538461538464,1.0,0.1111111111111111,0,0,0,0,0,0,0,0.7272727272727273,1341,0.0,0,0.20224719101123595,0.7105263157894737,0,3
70040584,Graduation,Married,0.40741626794258373,0.0,0.5,0.010101010101010102,0.1462925851703407,0.05016722408026756,0.1000667111407605,0.06741573033707865,0.011278195488721804,0.050108932461873645,0.38461538461538464,0.3103448275862069,0.23076923076923078,0.5,0.4444444444444444,0,0,0,0,0,0,0,0.3818181818181818,1494,0.0,0,0.12359550561797754,0.5,1,1
70019332,2n Cycle,Divorced,0.5619035303245828,0.0,0.0,0.010101010101010102,0.12291249164996661,0.8729096989966555,0.25617078052034686,0.19662921348314605,0.11278195488721804,0.06971677559912855,0.07692307692307693,0.27586206896551724,0.46153846153846156,0.5,0.1111111111111111,0,0,0,0,0,0,0,0.43636363636363634,1095,0.0,0,0.2806031933767002,0.5526315789473685,1,0
70043152,Basic,Married,0.1383938962886331,0.0,0.0,0.010101010101010102,0.010020040080160322,0.016722408026755852,0.01534356237491661,0.07865168539325842,0.06015037593984962,0.054466230936819175,0.07692307692307693,0.13793103448275862,0.15384615384615385,0.3571428571428571,0.2777777777777778,0,0,0,0,0,0,0,0.12727272727272726,1533,0.0,0,0.0316380839739799,0.2894736842105263,0,1
70006500,Graduation,Widow,0.7089357299883615,0.0,0.0,0.010101010101010102,0.8249832999331997,0.3712374581939799,0.9146097398265509,0.5,0.556390977443609,0.5599128540305012,0.07692307692307693,0.3448275862068965,0.7692307692307693,1.0,0.2222222222222222,0,1,1,0,0,0,1,0.8545454545454545,1530,0.5,0,0.9911295091661739,0.8947368421052632,1,4
70006752,2n Cycle,Married,0.2991529807319281,0.5,0.5,0.010101010101010102,0.013360053440213761,0.006688963210702341,0.011340893929286189,0.0056179775280898875,0.0037593984962406013,0.008714596949891068,0.15384615384615385,0.1724137931034483,0.15384615384615385,0.2857142857142857,0.38888888888888884,0,0,0,0,0,0,0,0.5272727272727273,1101,0.0,0,0.01153163808397398,0.2894736842105263,1,1
70031572,Graduation,Married,0.5014935988620198,0.0,0.5,0.010101010101010102,0.41883767535070143,0.12709030100334448,0.14209472981987992,0.08426966292134831,0.12406015037593984,0.1655773420479303,0.23076923076923078,0.3103448275862069,0.38461538461538464,1.0,0.16666666666666666,0,0,0,0,0,0,0,0.5636363636363637,1433,0.0,0,0.30396215257244236,0.7368421052631579,1,1
70038952,2n Cycle,Married,0.44842234579076684,0.5,0.5,0.010101010101010102,0.020040080160320644,0.030100334448160536,0.01534356237491661,0.0449438202247191,0.011278195488721804,0.02178649237472767,0.15384615384615385,0.13793103448275862,0.15384615384615385,0.3571428571428571,0.2222222222222222,0,0,0,0,0,0,0,0.5818181818181818,1378,0.0,0,0.023358959195742164,0.2894736842105263,1,1
70015460,Graduation,Together,0.43391956549851285,0.0,0.5,0.010101010101010102,0.24849699398797598,0.0,0.0533689126084056,0.02247191011235955,0.03007518796992481,0.08932461873638345,0.46153846153846156,0.3448275862068965,0.3076923076923077,0.5,0.3333333333333333,0,0,0,0,0,0,0,0.7272727272727273,1484,0.0,0,0.14961561206386753,0.5526315789473685,1,3
70019052,PhD,Divorced,0.2515000646579594,0.0,0.0,0.010101010101010102,0.07281229124916501,0.0903010033444816,0.0533689126084056,0.0056179775280898875,0.0037593984962406013,0.034858387799564274,0.15384615384615385,0.24137931034482757,0.23076923076923078,0.3571428571428571,0.4444444444444444,0,0,0,0,0,0,1,0.7818181818181817,1726,0.0,0,0.06741573033707866,0.39473684210526316,1,0
70017632,Basic,Married,0.19559032716927452,0.5,0.5,0.010101010101010102,0.0026720106880427524,0.010033444816053512,0.01200800533689126,0.028089887640449437,0.018796992481203006,0.07407407407407408,0.15384615384615385,0.13793103448275862,0.3076923076923077,0.21428571428571427,0.3333333333333333,0,0,0,0,0,0,0,0.6727272727272726,1566,0.0,0,0.019810762862211707,0.2894736842105263,0,1
70041300,Graduation,Married,0.7241691452217768,0.0,0.0,0.010101010101010102,0.018704074816299265,0.0,0.02334889926617745,0.0898876404494382,0.9304511278195489,0.06971677559912855,0.0,0.8620689655172414,0.0,0.07142857142857142,0.0,0,0,0,0,0,0,0,0.8727272727272726,1308,0.0,0,0.17711413364872858,0.6842105263157895,1,1
70041724,2n Cycle,Together,0.05089874563558774,0.0,0.5,0.010101010101010102,0.04208416833667335,0.010033444816053512,0.0200133422281521,0.016853932584269662,0.007518796992481203,0.925925925925926,0.0,0.9310344827586207,0.07692307692307693,0.0,0.05555555555555555,0,0,1,0,0,0,0,0.5636363636363637,1114,0.25,1,0.1540508574807806,0.7368421052631579,1,3
70005704,Graduation,Married,0.21132807448596921,0.5,0.0,0.010101010101010102,0.0013360053440213762,0.05016722408026756,0.01000667111407605,0.0056179775280898875,0.03383458646616541,0.02396514161220044,0.07692307692307693,0.1724137931034483,0.15384615384615385,0.2857142857142857,0.38888888888888884,0,0,0,0,0,0,0,0.16363636363636364,1275,0.0,0,0.016262566528681258,0.2894736842105263,1,1
70040724,PhD,Single,0.6526445105392473,0.0,0.0,0.010101010101010102,0.8336673346693387,0.0802675585284281,0.34956637758505665,0.16853932584269662,0.06015037593984962,0.04575163398692811,0.07692307692307693,0.1724137931034483,0.46153846153846156,0.7142857142857142,0.2222222222222222,0,1,1,1,1,0,1,0.18181818181818182,1482,1.0,0,0.553518628030751,0.5526315789473685,1,2
70008540,Graduation,Married,0.3939092202250097,0.0,0.0,0.010101010101010102,0.21108884435537745,0.6622073578595318,0.33755837224816543,0.6179775280898876,0.38345864661654133,0.4618736383442266,0.23076923076923078,0.3103448275862069,0.38461538461538464,0.5,0.2777777777777778,0,0,0,0,0,0,1,0.18181818181818182,1630,0.0,0,0.45505617977528096,0.5526315789473685,1,1
70039060,Basic,Single,0.5580046553730763,0.0,0.5,0.010101010101010102,0.17167668670674685,0.030100334448160536,0.04136090727151434,0.1741573033707865,0.022556390977443608,0.32897603485838783,0.07692307692307693,0.3448275862068965,0.23076923076923078,0.42857142857142855,0.2777777777777778,0,0,0,0,0,0,0,0.509090909090909,1269,0.0,0,0.15227675931401538,0.5,0,2
70040204,Graduation,Together,0.6112440191387559,0.0,0.0,0.010101010101010102,0.28256513026052105,0.21070234113712374,0.7064709806537691,0.28651685393258425,0.7406015037593985,0.5599128540305012,0.07692307692307693,0.24137931034482757,0.7692307692307693,0.7142857142857142,0.1111111111111111,0,0,0,0,0,0,0,0.5454545454545454,1129,0.0,0,0.6623299822590183,0.7105263157894737,1,3
70012164,Basic,Single,0.6280680201732832,0.0,0.0,0.010101010101010102,0.47361389445557783,0.22742474916387959,0.11474316210807203,0.11797752808988764,0.6015037593984962,0.12854030501089325,0.07692307692307693,0.3793103448275862,0.3076923076923077,0.42857142857142855,0.2777777777777778,0,0,0,1,0,0,1,0.16363636363636364,1551,0.25,0,0.39680662329982264,0.5526315789473685,0,2
70019908,Graduation,Single,0.6494439415492046,0.0,0.0,0.010101010101010102,0.4448897795591183,0.3311036789297659,0.7838559039359573,0.5898876404494382,0.12406015037593984,0.18736383442265797,0.07692307692307693,0.24137931034482757,0.6153846153846154,0.42857142857142855,0.1111111111111111,0,0,0,0,0,0,0,0.6909090909090909,1507,0.0,0,0.6475458308693081,0.5526315789473685,1,2
70030444,Graduation,Widow,0.5438251648777964,0.0,0.0,0.010101010101010102,0.46359385437541756,0.782608695652174,0.4336224149432955,0.21348314606741572,0.12781954887218044,0.24400871459694992,0.07692307692307693,0.27586206896551724,0.38461538461538464,0.6428571428571428,0.16666666666666666,0,0,0,0,0,0,1,0.9454545454545453,1745,0.0,0,0.5289769367238321,0.5789473684210527,1,4
70020812,PhD,Married,0.5465989913358333,0.0,0.0,0.010101010101010102,0.7414829659318638,0.1505016722408027,0.3542361574382922,0.15168539325842695,0.05639097744360902,0.04357298474945534,0.07692307692307693,0.2068965517241379,0.6153846153846154,0.3571428571428571,0.05555555555555555,0,0,0,0,0,0,0,0.709090909090909,1407,0.0,0,0.5192193968066233,0.5,1,1
70032312,Graduation,Single,0.5254299754299754,0.0,0.5,0.010101010101010102,0.6005344021376086,0.0,0.04736490993995997,0.0,0.0,0.5076252723311547,0.23076923076923078,0.27586206896551724,0.23076923076923078,0.6428571428571428,0.5,0,1,0,0,0,0,0,0.3454545454545455,1523,0.25,0,0.35363690124186875,0.5263157894736842,1,2
70011340,Graduation,Married,0.5437281779387042,0.0,0.0,0.010101010101010102,0.32264529058116237,0.8394648829431438,0.9119412941961307,0.848314606741573,0.556390977443609,0.5272331154684097,0.07692307692307693,0.41379310344827586,0.8461538461538463,0.7857142857142857,0.2222222222222222,0,0,0,0,0,0,0,0.9272727272727272,1352,0.0,0,0.8228858663512715,0.8947368421052632,1,1
70016256,Graduation,Married,0.48027285658864605,0.0,1.0,0.020202020202020204,0.4769539078156313,0.04013377926421405,0.10940627084723148,0.0,0.03007518796992481,0.02396514161220044,0.07692307692307693,0.3448275862068965,0.46153846153846156,0.8571428571428571,0.2777777777777778,0,0,0,0,0,0,0,0.8181818181818181,1445,0.0,0,0.26907155529272625,0.7368421052631579,1,1
70007576,2n Cycle,Single,0.5873141083667399,0.5,0.0,0.020202020202020204,0.4936539746158985,0.5384615384615384,0.30953969312875246,0.5449438202247191,0.3007518796992481,0.10021786492374729,0.07692307692307693,0.1724137931034483,0.5384615384615385,1.0,0.3333333333333333,0,0,0,0,0,0,0,0.2,1705,0.0,0,0.4908338261383797,0.6842105263157895,1,2
70014756,Graduation,Married,0.6082438898228372,0.0,0.0,0.020202020202020204,0.43420173680694724,0.18729096989966554,0.7805203468979319,0.10674157303370786,0.6278195488721804,0.09150326797385622,0.07692307692307693,0.3103448275862069,0.8461538461538463,1.0,0.16666666666666666,0,0,0,0,0,0,0,0.3272727272727273,1753,0.0,0,0.6694263749260793,0.8947368421052632,1,1
70023224,Graduation,Single,0.48610500452605715,0.0,0.5,0.020202020202020204,0.16967267869071478,0.26755852842809363,0.12741827885256837,0.1741573033707865,0.07142857142857142,0.04139433551198257,0.07692307692307693,0.27586206896551724,0.46153846153846156,0.5714285714285714,0.2222222222222222,0,0,0,0,0,0,0,0.41818181818181815,1257,0.0,0,0.179183914843288,0.5789473684210527,1,2
70029328,Master,Single,0.5750678908573644,0.0,0.0,0.020202020202020204,0.6305945223780896,0.13043478260869565,0.29619746497665106,0.20224719101123595,0.15037593984962405,0.07407407407407408,0.07692307692307693,0.3448275862068965,0.5384615384615385,0.6428571428571428,0.16666666666666666,0,0,0,0,0,0,0,0.27272727272727276,1410,0.0,0,0.4642223536369013,0.6842105263157895,1,2
70039436,Master,Married,0.40792706582180266,1.0,0.5,0.020202020202020204,0.41683366733466937,0.03678929765886287,0.06337558372248164,0.03932584269662921,0.0,0.08061002178649239,0.8461538461538463,0.44827586206896547,0.38461538461538464,0.5714285714285714,0.4444444444444444,0,0,0,0,0,0,1,0.39999999999999997,1761,0.0,0,0.22678888231815494,0.6842105263157895,1,1
70018708,2n Cycle,Single,0.6151558256821414,0.0,0.0,0.020202020202020204,0.39478957915831664,0.11705685618729096,0.8785857238158772,0.1797752808988764,0.19924812030075187,0.3050108932461874,0.07692307692307693,0.3103448275862069,0.6153846153846154,0.42857142857142855,0.16666666666666666,0,0,1,0,0,0,1,0.5272727272727273,1760,0.25,0,0.654642223536369,0.6052631578947368,1,2
70039892,Graduation,Married,0.3943876891245312,0.5,0.5,0.020202020202020204,0.029392117568470277,0.0,0.00533689126084056,0.0056179775280898875,0.0,0.06971677559912855,0.15384615384615385,0.13793103448275862,0.23076923076923078,0.2857142857142857,0.16666666666666666,0,0,0,0,0,0,0,0.7454545454545454,1129,0.0,0,0.02306327616794796,0.2894736842105263,1,1
70039056,Master,Widow,0.5231669468511573,0.0,0.5,0.020202020202020204,0.3046092184368738,0.06688963210702341,0.13609072715143428,0.16292134831460675,0.04887218045112782,0.11111111111111112,0.38461538461538464,0.24137931034482757,0.5384615384615385,0.7857142857142857,0.1111111111111111,0,0,0,0,0,0,0,0.6909090909090909,1298,0.0,0,0.2303370786516854,0.6578947368421052,1,4
